	指标	地区	年	数据	行业	行业指标
6637	国有城镇单位就业人员工资总额指数(上年=100)	福建省	2011	121.959681191188	国有	人员工资总额指数(上年=100)
6638	国有城镇单位就业人员工资总额指数(上年=100)	福建省	2010	113.4	国有	人员工资总额指数(上年=100)
6639	国有城镇单位就业人员工资总额指数(上年=100)	福建省	2009	111.4	国有	人员工资总额指数(上年=100)
6640	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2018		国有	人员工资总额指数(上年=100)
6641	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2017	111.2	国有	人员工资总额指数(上年=100)
6642	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2016	109.70577790000002	国有	人员工资总额指数(上年=100)
6643	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2015	117.008550763392	国有	人员工资总额指数(上年=100)
6644	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2014	109.1	国有	人员工资总额指数(上年=100)
6645	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2013	104.5	国有	人员工资总额指数(上年=100)
6646	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2012	124.5	国有	人员工资总额指数(上年=100)
6647	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2011	109.391162189463	国有	人员工资总额指数(上年=100)
6648	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2010	118.2	国有	人员工资总额指数(上年=100)
6649	国有城镇单位就业人员工资总额指数(上年=100)	江西省	2009	117.2	国有	人员工资总额指数(上年=100)
6650	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2018		国有	人员工资总额指数(上年=100)
6651	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2017	108.5	国有	人员工资总额指数(上年=100)
6652	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2016	109.83205520000001	国有	人员工资总额指数(上年=100)
6653	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2015	114.69799501251998	国有	人员工资总额指数(上年=100)
6654	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2014	106.8	国有	人员工资总额指数(上年=100)
6655	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2013	102.8	国有	人员工资总额指数(上年=100)
6656	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2012	112.7	国有	人员工资总额指数(上年=100)
6657	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2011	112.01436478928801	国有	人员工资总额指数(上年=100)
6658	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2010	115.2	国有	人员工资总额指数(上年=100)
6659	国有城镇单位就业人员工资总额指数(上年=100)	山东省	2009	111.5	国有	人员工资总额指数(上年=100)
6660	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2018		国有	人员工资总额指数(上年=100)
6661	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2017	114.5	国有	人员工资总额指数(上年=100)
6662	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2016	113.35657450000001	国有	人员工资总额指数(上年=100)
6663	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2015	106.931025400838	国有	人员工资总额指数(上年=100)
6664	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2014	109.2	国有	人员工资总额指数(上年=100)
6665	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2013	97.4	国有	人员工资总额指数(上年=100)
6666	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2012	113.5	国有	人员工资总额指数(上年=100)
6667	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2011	115.844375098141	国有	人员工资总额指数(上年=100)
6668	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2010	112.6	国有	人员工资总额指数(上年=100)
6669	国有城镇单位就业人员工资总额指数(上年=100)	河南省	2009	106.0	国有	人员工资总额指数(上年=100)
6670	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2018		国有	人员工资总额指数(上年=100)
6671	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2017	109.9	国有	人员工资总额指数(上年=100)
6672	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2016	111.8372275	国有	人员工资总额指数(上年=100)
6673	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2015	112.998732639267	国有	人员工资总额指数(上年=100)
6674	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2014	119.3	国有	人员工资总额指数(上年=100)
6675	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2013	95.9	国有	人员工资总额指数(上年=100)
6676	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2012	110.0	国有	人员工资总额指数(上年=100)
6677	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2011	116.760770586152	国有	人员工资总额指数(上年=100)
6678	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2010	118.0	国有	人员工资总额指数(上年=100)
6679	国有城镇单位就业人员工资总额指数(上年=100)	湖北省	2009	118.4	国有	人员工资总额指数(上年=100)
6680	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2018		国有	人员工资总额指数(上年=100)
6681	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2017	109.2	国有	人员工资总额指数(上年=100)
6682	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2016	114.3333367	国有	人员工资总额指数(上年=100)
6683	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2015	107.37380511404	国有	人员工资总额指数(上年=100)
6684	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2014	106.7	国有	人员工资总额指数(上年=100)
6685	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2013	104.5	国有	人员工资总额指数(上年=100)
6686	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2012	116.6	国有	人员工资总额指数(上年=100)
6687	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2011	113.006550267861	国有	人员工资总额指数(上年=100)
6688	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2010	112.5	国有	人员工资总额指数(上年=100)
6689	国有城镇单位就业人员工资总额指数(上年=100)	湖南省	2009	109.5	国有	人员工资总额指数(上年=100)
6690	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2018		国有	人员工资总额指数(上年=100)
6691	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2017	112.9	国有	人员工资总额指数(上年=100)
6692	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2016	111.3830854	国有	人员工资总额指数(上年=100)
6693	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2015	109.640521648953	国有	人员工资总额指数(上年=100)
6694	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2014	109.8	国有	人员工资总额指数(上年=100)
6695	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2013	97.2	国有	人员工资总额指数(上年=100)
6696	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2012	112.0	国有	人员工资总额指数(上年=100)
6697	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2011	116.466221785899	国有	人员工资总额指数(上年=100)
6698	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2010	113.5	国有	人员工资总额指数(上年=100)
6699	国有城镇单位就业人员工资总额指数(上年=100)	广东省	2009	111.2	国有	人员工资总额指数(上年=100)
6700	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2018		国有	人员工资总额指数(上年=100)
6701	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2017	110.1	国有	人员工资总额指数(上年=100)
6702	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2016	111.0935781	国有	人员工资总额指数(上年=100)
6703	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2015	121.36007921968	国有	人员工资总额指数(上年=100)
6704	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2014	106.8	国有	人员工资总额指数(上年=100)
6705	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2013	110.8	国有	人员工资总额指数(上年=100)
6706	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2012	110.2	国有	人员工资总额指数(上年=100)
6707	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2011	110.322692232229	国有	人员工资总额指数(上年=100)
6708	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2010	114.7	国有	人员工资总额指数(上年=100)
6709	国有城镇单位就业人员工资总额指数(上年=100)	广西壮族自治区	2009	109.5	国有	人员工资总额指数(上年=100)
6710	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2018		国有	人员工资总额指数(上年=100)
6711	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2017	106.1	国有	人员工资总额指数(上年=100)
6712	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2016	108.57743470000001	国有	人员工资总额指数(上年=100)
6713	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2015	118.87981916605301	国有	人员工资总额指数(上年=100)
6714	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2014	109.6	国有	人员工资总额指数(上年=100)
6715	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2013	95.5	国有	人员工资总额指数(上年=100)
6716	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2012	109.3	国有	人员工资总额指数(上年=100)
6717	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2011	117.70960415221	国有	人员工资总额指数(上年=100)
6718	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2010	128.4	国有	人员工资总额指数(上年=100)
6719	国有城镇单位就业人员工资总额指数(上年=100)	海南省	2009	112.2	国有	人员工资总额指数(上年=100)
6720	国有城镇单位就业人员工资总额指数(上年=100)	重庆市	2018		国有	人员工资总额指数(上年=100)
6721	国有城镇单位就业人员工资总额指数(上年=100)	重庆市	2017	112.7	国有	人员工资总额指数(上年=100)
6722	国有城镇单位就业人员工资总额指数(上年=100)	重庆市	2016	109.4546223	国有	人员工资总额指数(上年=100)
6723	国有城镇单位就业人员工资总额指数(上年=100)	重庆市	2015	114.322101450816	国有	人员工资总额指数(上年=100)
6724	国有城镇单位就业人员工资总额指数(上年=100)	重庆市	2014	112.9	国有	人员工资总额指数(上年=100)
6725	国有城镇单位就业人员工资总额指数(上年=100)	重庆市	2013	103.9	国有	人员工资总额指数(上年=100)
6726	国有城镇单位就业人员工资总额指数(上年=100)	重庆市	2012	113.5	国有	人员工资总额指数(上年=100)
6727	国有城镇单位就业人员工资总额指数(上年=100)	重庆市	2011	123.887475623593	国有	人员工资总额指数(上年=100)
